LOCALIDAD,TITULO,CLASIFICAC,DIRECCION,AUTOR,FECHA_ELAB,X,Y
La Candelaria,Agustin Codazzi,Relieve,KR 8 7 26,"Zerda, Eugenio",ca. 1938,"100028,53","100012,73"
La Candelaria,Alegoria al cafe,Relieve,AC 13 9 43,"Rodriguez Corredor, Jose Domingo",ca. 1931,"100156,72","100638,74"
Santa Fe,Alegoria al trabajo y al ahorro,Relieve,CL 15 8 32,"Rodriguez Corredor, Jose Domingo",1949,"100342,72","100669,89"
La Candelaria,Alejandro Petion,E_Antropomorfa,CL 21 4A 30 ESTE,"Acuña, Luis Alberto",ca.1952,"101563,51","100722,28"
La Candelaria,Alexander von Humboldt,E_Antropomorfa,KR 8 7 26,Anonimo,1850,"100012,65","100025,57"
La Candelaria,Alfiler tayrona,E_Abstracta,CL 11 4 21,"Ramirez Villamizar, Eduardo",ca. 1994,"100506,89","100029,27"
La Candelaria,Antonio Morales,E_Antropomorfa,AV CIRCUNVALAR 20 53,"Pinto Maldonado, Luis",1969,"101624,58","100710,78"
La Candelaria,Antonio Nariño,E_Antropomorfa,AC 20 5 17 ESTE,"Montañes y Montañes, Fernando",Sin fecha,"101524,35","100649,72"
La Candelaria,Antonio Nariño,E_Antropomorfa,KR 8 7 26,"Greber, Henri Leon",ca. 1910,"100087,92","100023,78"
La Candelaria,Arbol por el derecho a la vida y a la restitucion de tierras,Placa,KR 7 Y 8 - CL 8 Y 9,Jardin Botanico Jose Celestino Mutis,2011,"100081,18",99979
La Candelaria,Arqueria,Estructura arquitectonica,KR 2 - CL 12B,"Barrera Herrera, Alvaro",1986,"100875,6259","100121,9909"
Santa Fe,Aspas,E_Geometrica,CL 24 6 00,"Castles Gil, John",ca.1976,"100928,4623","101536,6398"
Santa Fe,Atanasio Girardot,E_Antropomorfa,CL 2A 1A 20,"Cano, Francisco Antonio",1926,"100240,1598","99002,07733"
Santa Fe,Terminacion construccion de la Iglesia Nuestra Señora de las Angustias,Placa,KR 13A 23 23,Anonimo,1918,"100397,56","101652,36"
La Candelaria,Bartolome Lobo Guerrero,E_Antropomorfa,KR 7 9 96,"RodrAguez del Villar, Antonio",1926,"100174,8917","100057,1518"
Santa Fe,Bases de la riqueza colombiana: agricultura y ganaderia,Relieve,KR 7 14 78,"Consorti, Vico",ca. 1958,"100486,1362","100584,8305"
Santa Fe,Bases de la riqueza colombiana: industria e ingenieria,Relieve,KR 7 14 78,"Consorti, Vico",ca. 1958,"100501,2413","100611,6434"
La Candelaria,Batalla de Ayacucho,Conjunto escultorico,KR 7 56,"Gonzalez Pola, Julio",1926,"100091,5","99844,85"
Santa Fe,Bocadillo de fe,E_Antropomorfa,TV 2A 1F 01,Familia Rojas,1986,"100239,338","98835,50305"
Santa Fe,Bogota 900 años,Mural,CL 19 8 48,"Mejia Villa, Yairo",ca. 1980,"100548,4","101106,72"
La Candelaria,Bosque cultural,E_Fitomorfa,CL 11 4 98,"Salcedo, Bernardo",1995,"100450,89","100107,77"
Santa Fe,Buzon de consignacion,Buzón,KR 10 20 30,Cuellar Serrano Gomez,ca. 1955,"100506,2203","101308,6756"
La Candelaria,Buzon de correo Avenida Jimenez,Buzón exento,AC 13 - KR 7,No aplica,ca. 1961,"100460,73","100562,46"
La Candelaria,Buzon de consignacion Banco Popular,Buzón,KR 8 11 73,No aplica,ca. 1952,"100181,6405","100354,8656"
Santa Fe,Buzon de consignacion Banco HSBC,Buzón,KR 8 15 46,No aplica,ca. 1955,"100400,06","100704,58"
Santa Fe,Buzon de correo carrera 7 con calle 24,Buzón exento,KR 7 - CL 24,No aplica,ca. 1961,"100802,15","101513,06"
La Candelaria,Buzon de consignacion Registraduria,Buzón,CL 12C 8 22,No aplica,ca. 1950,"100288,9252","100604,3424"
La Candelaria,Buzon de consignacion Banco Bancamia,Buzón,CL 12B 8 43,No aplica,ca. 1940,"100220,04","100500,43"
La Candelaria,Buzon de consignacion Bancolombia,Buzón,KR 8 12B 31,No aplica,Sin fecha,"100273,79","100515,38"
Santa Fe,Campana de la Iglesia de la Veracruz,Campana,KR 7 15 83,No aplica,1910,"100509,9923","100691,3754"
La Candelaria,Campanas de la Iglesia de San Juan de Dios,Campana,CL 12 9 89,No aplica,Campana norte:1781; campana oriental: 1820; campana occidental:,"100028,701","100487,1211"
La Candelaria,Campanas de la Iglesia de Nuestra Señora de La Candelaria,Campana,KR 4 11 62,No aplica,1887,"100552,95","100042,56"
La Candelaria,Campanas de la Iglesia de San Agustin,Campana,KR 7 7 13,No aplica,Campana oriental: 1760; campana sur: 1761; campana occidental:1882; Campana norte: 20 de julio de 1899,"99988,37015","99783,4095"
La Candelaria,Campanas del Museo Iglesia Santa Clara,Campana,KR 8 8 91,No aplica,Campana 1: 1796; campana 2: 1795; campana 3: 1791; campana 4: 1841,"100026,48","100088,86"
La Candelaria,Camilo Torres y Tenorio,E_Antropomorfa,KR 7 9 96,"Benitez Bolaños, Gerardo",1960,"100197,7138","100093,7081"
Santa Fe,Camilo Torres,E_Antropomorfa,KR 13 14 69,"Verlet, Raoul Charles",1910,"99930,33416","100897,5375"
La Candelaria,Campanas de la Catedral Primada de Colombia,Campana,KR 7 10 76,No aplica,Campana 1: 1763; campana 3: 1788; campana 5: 1916; campana 7: 1616,"100247,1154","100211,8732"
La Candelaria,Campanas de la Iglesia de Santa Barbara,Campana,CL 6B 6 95,No aplica,Campana superior: 1950,"99868,6","99544,07"
La Candelaria,Campanas de la Iglesia de Nuestra Señora de Belen,Campana,KR 3 5 95,No aplica,1925,"100335,6","99551,08"
Santa Fe,Campanas de la Iglesia de la Veracruz,Campana,KR 7 15 83,No aplica,Sin fecha,"100509,9923","100691,3754"
Santa Fe,Campanas de la Iglesia de La Capuchina,Campana,KR 13 14 29,No aplica,1931,"99901,73331","100878,6963"
Santa Fe,Campanas de la Iglesia de La Tercera,Campana,KR 7 16 07,No aplica,Campana norte: 1873; campana oriental: 1913,"100519,1","100719,77"
La Candelaria,Campanas de la Iglesia de Nuestra Señora de la Aguas,Campana,KR 3 18A 64,No aplica,Campana 4: 1914,"101184,978","100666,2052"
La Candelaria,Campanas de la Capilla del Sagrario,Campana,KR 7 10 76,No aplica,Campana 1: 1928; campana 2: 1881; campana 3: 1883; campana 4: 1680,"100220,7481","100168,2376"
Santa Fe,Campanas de la Iglesia de San Francisco,Campana,CL 26 7 30,No aplica,Campanas 2 y 5: 1797; campana 3: 1801;,"100475,3948","100608,0456"
La Candelaria,Campanas Iglesia de San Ignacio de Loyola,Campana,CL 10 6 47,No aplica,Campana 1: 1912; campana 2: 1686,"100225,4691","100085,4662"
Los Martires,Campanas de la Basilica Menor del Voto Nacional,Campana,KR 15 10 59,No aplica,1961,"99488,12791","100654,0479"
Santa Fe,Carlos Lleras Restrepo,E_Antropomorfa,AC 13 - KR 8,"Merizalde Price, Julia",2008,"100395,64","100639,33"
La Candelaria,Conmemoracion del Primer Centenario de la Independencia de Colombia,Placa,CL 10 - KR 7 Y KR 8,Comision Nacional del Centenario de la Independencia,1910,"100094,8","100167,71"
Santa Fe,Columna,E_Geometrica,CL 24 6 00,"Hoyos, Ana Mercedes",ca. 1976,"100928,1281","101536,5634"
La Candelaria,Conmemoracion de la construccion del Teatro Colon y los escenarios artisticos anteriores,Placa,CL 10 5 58,Instituto Colombiano de Cultura,1991,"100331,198","100039,4084"
La Candelaria,Conmemoracion del lugar de nacimiento de Rafael Pombo,Placa,CL 10 5 22,Academia Colombiana de la Lengua,1933,"100369,29","100017,38"
La Candelaria,Agradecimiento de los exalumnos del Colegio Nuestra Señora de la Presentacion,Placa,CL 10 5 89,Exalumnos del Colegio Nuestra Señora de la Presentacion Centro,1952,"100294,5326","100053,5489"
La Candelaria,Conmemoracion Conspiracion Septembrina,Placa,CL 10 5 89,"Tobar, Miguel",1828,"100313,75","100040,85"
La Candelaria,Jose Maria Cordoba,E_Antropomorfa,AC 20 5 17 ESTE,"Montoya, Octavio",Sin fecha,"101531,1","100646,54"
Santa Fe,Cruz,E_Geometrica,KR 2 ESTE 21 48,Arzobispado de Bogota,1998,"101826,9","100770,37"
Santa Fe,Cundinamarrum,Mural,AC 19 9 23,"Rayo, Omar",1989,"100456,13","101106,71"
La Candelaria,El dia y la noche,E_Adosadas,CL 9 9 27,"Otalora, Felix Maria",ca. 1926,"99903,64","100164,14"
La Candelaria,Declaracion de los derechos del hombre y el ciudadano,Placa,CL 10 - KR 6 Y KR 7,"Posada Diaz, Jaime",ca. 1967,"100250,91","100115,99"
Santa Fe,De signos vitales,E_Fitomorfa,KR 14 - CL 6,"Sanint Bernadas, Catalina",2001,"99418,40425","100107,735"
Santa Fe,Dinamismo,E_Abstracta,KR 5 15 80,"Negret, Edgar",ca. 1974,"100683,5","100592,5"
Santa Fe,Divino Niño,E_Antropomorfa,TV 2A 1F 01,Anonimo,ca. 1997,"100192,2543","98843,74865"
La Candelaria,El Magnicidio,E_Abstracta,KRS 8 YKR 8A - CL 7 Y CL 8,"Negret, Edgar",ca. 1996,"99907,21","99926,02"
Santa Fe,El trabajo rural,Relieve,KR 10 20 30,"Martinez, Hugo",ca. 1962,"100505,9307","101307,9799"
La Candelaria,En memoria de las victimas del holocausto del Palacio de Justicia,Placa,CL 12 7 65,Comite Ornato Palacio de Justicia de Bogota,ca. 2001,"100242,44","100346,84"
Santa Fe,Escudo de armas de Fray Luis Zapata de Cardenas,Relieve,CL 16 7 16,Arquidiocesis de Bogota,ca.1960,"100505,97","100709,25"
La Candelaria,Escudo de Armas de España,Relieve,CL 10 6 35,Anonimo,ca. 1767,"100242,0773","100079,2861"
Santa Fe,Escudo franciscano,Relieve,AC 13 7 35,Anonimo,Sin fecha,"100475,297","100608,0944"
La Candelaria,Estacion,Instrumento cientifico,KR 8 7 26,Anonimo,Sin fecha,"100006,43","99989,25"
Santa Fe,Felix Restrepo,E_Antropomorfa,KR 3 17 34,"Montañes y Montañes, Fernando",ca. 1979,"101021,95","100603,77"
Santa Fe,Francisco Jose de Caldas,E_Antropomorfa,KR 8 19 62,"Verlet, Raoul Charles",ca. 1910,"100666,42","101126,39"
Santa Fe,Fuente de la Facultad de Artes - Universidad Distrital Francisco Jose de Caldas,Fuente,KR 13 14 69,Anonimo,Sin fecha,"99925,70394","100900,7125"
La Candelaria,Fuente de la Casa Museo Quinta de Bolivar,Fuente,CL 20 2 91 ESTE,Anonimo,ca. 1943,"101535,2398","100696,7927"
Santa Fe,Fuente de la garza,Fuente,KR 7 Y KR 8 - CL 1 Y CL 2,No aplica,ca. 1875,"99588,79","99203,01"
La Candelaria,Fuente del Museo de la Independencia - Casa del florero,Fuente,KR 7 11 20,Anonimo,Sin fecha,"100262,02","100239,81"
La Candelaria,Fuente de la Plaza del Chorro de Quevedo,Fuente,KR 2- CL 12B,Anonimo,ca. 1969,"100869,743","100112,7551"
Santa Fe,Gabriel Betancourt Mejia,E_Antropomorfa,KR 3 18 32,"Merizalde Price, Julia",2010,"101015,34","100653,11"
La Candelaria,Gonzalo Jimenez de Quesada,E_Antropomorfa,AC 13 - KR 6,"Avalos y Tabora, Juan de",ca. 1960,"100511,39","100494,67"
La Candelaria,Grifos,Conjunto escultorico,CL 10 7 51,"Manrique Martin, Alberto",ca. 1926,"100100,68","100104,03"
La Candelaria,Hermogenes Maza Loboguerrero,E_Antropomorfa,KR 3 ESTE - CL 10 Y CL 11,Anonimo,ca. 1912,"100910,12","99747,69"
Santa Fe,Historia y ubicacion astronomica de Bogota,Placa,KR 13 14 69,Anonimo,1843,"99924,72498","100889,3883"
Santa Fe,Historia de la construccion de la Iglesia Nuestra Señora de los Dolores,Placa,KR 13 3 37,Anonimo,1950,"99101,3","99798,48"
Santa Fe,Hitos de la historia de Colombia,Placa,KR 13 14 69,Anonimo,1843,"99940,91751","100912,3542"
La Candelaria,Homenaje a los proceres ecuatorianos de la Independencia,Placa,CL 10 - KR 7 Y KR 8,Comision Nacional del Centenario de la Independencia,1910,"100166,9577","100124,6568"
La Candelaria,Homenaje a Jose Hilario Lopez,Placa,CL 10 - KR 7 Y KR 8,Republica de Colombia,1969,"100166,0475","100123,7255"
La Candelaria,Homenaje a Rafael Uribe Uribe,Placa,CL 10 - KR 7 Y KR 8,Congreso de la Republica,1914,"100168,7674","100124,6568"
La Candelaria,Homenaje a los mas ilustres gobernantes de la colonia,Placa,CL 10 - KR 7 Y KR 8,Comision Nacional del Centenario de la Independencia,1910,"100167,8467","100123,7467"
La Candelaria,Homenaje a Jose Celestino Mutis,Placa,KR 8 7 26,Cabildo de Bogota,1932,"100002,46","99997,85"
La Candelaria,Homenaje a Antonio Ricaurte,Placa,CL 10 - KR 7 Y KR 8,Comision Nacional del Centenario de la Independencia,1914,"100169,6882","100123,9054"
La Candelaria,Homenaje a los proceres venezolanos de la Independencia y la Legion Britanica,Placa,CL 10 - KR 7 Y KR 8,Comision Nacional del Centenario de la Independencia,1910,"100145,07","100133,32"
La Candelaria,Homenaje a los fundadores de la Sociedad Geografica de Colombia,Placa,KR 8 7 26,Sociedad Geograífica de Colombia,1953,"100000,08","99995,47"
La Candelaria,Homenaje a Jorge Eliecer Gaitan,Placa,KR 7 12C 31,Concejo de Bogota,ca. 1969,"100432,9907","100557,1698"
La Candelaria,Homenaje a Jose Prudencio Padilla,Placa,CL 10 - KR 7 Y KR 8,Congreso de Colombia,ca. 1974,"100145,07","100133,32"
La Candelaria,Homenaje a martires de la Independencia,Placa,CL 10 - KR 7 Y KR 8,Academia Colombiana de Historia,1944,"100166,0687","100122,0687"
La Candelaria,Homenaje a Policarpa Salavarrieta,Placa,CL 10 - KR 7 Y KR 8,Congreso Nacional,1967,100167,"100122,9577"
La Candelaria,Inmaculada Concepcion,E_Antropomorfa,KR 7 10 70,"Cabrera, Juan de",ca.1572,"100241,7401","100194,4384"
La Candelaria,Jardi¡n de los maestros de America,Conjunto escultorico,AVENIDA CIRCUNVALAR 20 53,"Pinto Maldonado, Luis",1985-1986,"101624,58","100710,78"
Santa Fe,Jorge Tadeo Lozano,E_Antropomorfa,KR 4 22 61,"Pinto Maldonado, Luis",1963,"101149,7","101127,77"
La Candelaria,Jose Celestino Mutis,E_Antropomorfa,KR 8 7 26,"Rodriguez del Villar, Antonio",1924,"100028,53","100012,73"
La Candelaria,Jose Maria Espinosa,E_Antropomorfa,KR 1 - CL 19A Y AC 20,"Vieco, Bernardo",1946,"101328,46","100748,97"
La Candelaria,Julio Garavito Armero,E_Antropomorfa,KR 8 7 26,"Vieco, Bernardo",ca. 1946,"100013,89","99985,32"
Santa Fe,La Gran Mariposa,E_Abstracta,AC 13 - KR 11 Y KR 12,"Negret, Edgar",2000,"99926,44386","100646,3326"
Santa Fe,Lanzando la onda,E_Abstracta,KR 13A - CL 23,"Obregon, Alejandro",ca. 1975,"100440,61","101581,52"
Santa Fe,Las edades de Bogota,Conjunto escultorico,KR 3 - CL 22,"Carbonell, Galaor",ca. 1988,"101181,32","101052,28"
Santa Fe,La paz y el trabajo,E_Adosadas,AC 13 7 32,"Otalora, Felix Maria",ca. 1930,"100391,02","100648,29"
La Candelaria,Lisboa antigua,Conjunto escultorico,CL 10 5 27,"Bretes, Susana",1988,"100346,9666","100016,842"
La Candelaria,Llama eterna homenaje a victimas del holocausto Palacio de Justicia,E_Geometrica,CL 12 7 65,Oficina del Alto Comisionado de las Naciones Unidas para los Derechos Humanos,2010,"100244,37","100328,86"
La Candelaria,Lugar donde cayo herido el General Rafael Uribe Uribe,Placa,CL 10 - KR 7 Y KR 8,"Anzola Samper, Marco Tulio",1914,"100167,8043","100122,0322"
La Candelaria,Luminarias del Palacio Lievano,Luminarias,KR 8 10 65,Anonimo,Sin fecha,"100109,89","100234,19"
La Candelaria,El malabarista,E_Antropomorfa,CL 13 - KR 1,"Olave, Jorge",ca. 1995,"100865,0345","100125,3614"
La Candelaria,Manuel Murillo Toro,E_Antropomorfa,KR 8 - CL 12 Y CL 13,"Verlet, Raoul Charles",1917,"100266,12","100442,09"
Santa Fe,Marco Fidel Suarez,E_Antropomorfa,KR 3 17 34,"Montaña, Mardoqueo",1967,"101029,1","100603,11"
Santa Fe,Metamorfosis,E_Zoomorfa,CL 24 5 75,"Montoya Echeverry, Santiago",2004,"100925,99","101452,86"
Santa Fe,Miguel Antonio Caro,Conjunto escultorico,KR 3 17 34,"Pourquet, Charles Henri",1913,"100990,02","100599,51"
La Candelaria,"La miner¡a, la fundicion y la agricultura",Relieve,CL 12C 8 79,"Vieco Ortiz, Bernardo",ca. 1937,"100232,68","100616,54"
La Candelaria,Minerva,E_Antropomorfa,CL 11 4 14,"Consorti, Vico",ca. 1958,"100530,93","100055,61"
La Candelaria,Mono de la pila,Fuente,KR 6 9 77,Anonimo,Pila: ca. 1584,"100243,1","100048,39"
Santa Fe,Monumento a la vida y al desarme ciudadano,Conjunto escultorico,KR 13 - CL 7A,"Lombana Piñeres, Hector",2008,"99445,97","100266,14"
La Candelaria,Mujer danzante,E_Abstracta,CL 18 1 30 ESTE,"Sopo Duque, Miguel Alfonso",ca. 1958,"101305,41","100363,64"
La Candelaria,Anuncio comercial en la Casa de los Comuneros,Mural,KR 8 9 97,Anonimo,Sin fecha,"100083,68","100182,87"
La Candelaria,"Virgen del Carmen, San Juan Bosco y San Francisco de Sales",Mural,KR 5 8 26,Anonimo,Sin fecha,"100285,17","99810,39"
Santa Fe,Nudobilia,Mural,KR 14 19 18,"Rayo, Omar",1989,"100173,86","101398,8"
Santa Fe,Nuestra Señora de las Nieves,E_Antropomorfa,KR 7 20 30,Anonimo,ca. 1922,"100707,974","101116,2939"
Santa Fe,Testimonio de la construccion de la nueva edificacion del Colegio La Merced,Placa,KR 13 14 69,Anonimo,1926,"99918,7983","100881,345"
La Candelaria,Obelisco a la confraternidad bolivariana,Conjunto escultorico,AC 20 5 17 ESTE,"Malagon Bravo, Eduardo",1999,"101515,75","100658,32"
Los Martires,Obelisco a los martires de la patria,Conjunto escultorico,AK 14 - CL 10,"Lambardi, Mario",1880,"99535,21","100620,55"
La Candelaria,Obelisco a la libertad,E_Geometrica,KR 7 11A 28,"Nariño, Antonio",1973,"100290,07","100221,16"
La Candelaria,Palma de Cera del Quindio,Placa,KR 7 Y KR 8 - CL 8 Y CL 9,Jardin Botanico del Quindio,ca.1984,"100081,18",99979
Santa Fe,Panteon nacional de los proceres Santa Veracruz,Conjunto escultorico,CL 16 7 16,Anonimo,Sin fecha,"100514,43","100689,27"
Santa Fe,Mejoramiento del antiguo paseo de la carrera 13,Placa,KR 13 14 69,Gobernacion Provincia de Bogota,1843,"99935,52","100904,84"
La Candelaria,Pila de la Iglesia de Nuestra Señora de las Aguas,Fuente,KR 3 18 66,Anonimo,Sin fecha,"101165,18","100669,36"
La Candelaria,Homenaje a los estudiantes muertos en 1954,Placa,KR 7 - CL 12B,Federacion de Estudiantes Colombianos,2004,"100338,92","100419,42"
Santa Fe,Homenaje a Nicolas David Neira,Placa,KR 7 18 10,"Neira Salamanca, Yuri Enrique",2006,"100640,0892","100911,1854"
Santa Fe,Conmemoracion de la construccion de la Iglesia Nuestra Señora de los Dolores,Placa,KR 13 3 37,Juntas de Defensa Civil y Accion Comunal Barrio San Bernardo,1970,"99106,85626","99807,21127"
La Candelaria,Homenaje a Miguel Samper Agudelo,Placa,KR 8 7 26,Congreso de la Republica de Colombia,1975,"100087,92","100023,78"
La Candelaria,Conmemoracion cuadragesimo aniversario de la firma del Tratado de Wisconsin,Placa,KR 7 - CL 9 Y CL 10,Republica de Colombia,1942,"100123,3","100045,18"
La Candelaria,Primera piedra Capitolio Nacional 1890,Placa,CL 10 - KR 7 Y KR 8,Anonimo,ca. 1890,"100168,6933","100122,9212"
Santa Fe,Oracion por la paz,Placa,KR 7 16 07,Orden Tercera Franciscana,1963,"100519,1","100719,77"
La Candelaria,Policarpa Salavarrieta,E_Antropomorfa,CL 18A - KR 2,"Benitez, Bolaños Gerardo",1969,"101101,79","100595,61"
Santa Fe,Portico,E_Geometrica,AK 14 CON CL 6A,Ramirez Villamizar Eduardo,ca.1998,"99271,78","100116,64"
La Candelaria,Primera piedra Capitolio Nacional 1848,Placa,CL 10 - KR 7 Y KR 8,"Mosquera, Tomas Cipriano de",ca. 1848,"100166,1745","100125,4188"
La Candelaria,Conmemoracion del Primer Congreso Obrero de Colombia,Placa,KR 8 - CL 9 Y CL 10,Anonimo,1924,"100123,3","100045,18"
La Candelaria,Proclama de Francisco de Paula Santander,Placa,CL 11 - KR 7 Y KR 8,Anonimo,ca. 1973,"100199,1681","100263,8277"
La Candelaria,Puerta del Palacio Cardenalicio,Relieve,KR 7A 10 20,"Consorti, Vico",ca. 1957,"100204,2917","100145,1632"
La Candelaria,Rafael Nuñez,E_Antropomorfa,CL 9 Y CL 10 - KR 7 Y KR 8,"Cano, Francisco Antonio",1921,"100093,61","100082,65"
Santa Fe,Reloj de la Iglesia de Nuestra Señora de las Nieves,Reloj,KR 7 20 30,No aplica,1940-1950,"100707,974","101116,2939"
Santa Fe,Reloj de la Relojeria Mido,Reloj,CL 17 7 59,No aplica,ca. 1970,"100517,8861","100834,6479"
Santa Fe,Rebeca,E_Antropomorfa,KR 12 Y KR 13 - CL 25 Y AC 26,Marmoleria Tito Ricci,ca. 1926,"100674,64","101769,9"
La Candelaria,Reloj del Observatorio Astronomico Nacional,Reloj,KR 8 8 00,No aplica,ca. 1940,"100000,65","99994,19"
La Candelaria,Reloj Banco del Caribe 2,Reloj,CL 13 7 90,Anonimo,ca.1930,"100221,23","100385,82"
La Candelaria,Reloj de la Casa de Moneda,Reloj,CL 11 4 93,No aplica,1954,"100440,44","100096,35"
Santa Fe,Reloj de la Iglesia de La Capuchina,Reloj,KR 13 14 29,No aplica,1931,"99904,3","100881,76"
La Candelaria,Reloj de la Catedral Primada de Colombia,Reloj,KR 7 10 76,No aplica,Campana mayor: 1908,"100244,7807","100208,472"
Santa Fe,Reloj de la Iglesia de Nuestra Señora del Carmen de Las Cruces,Reloj,KR 7 1D 07,No aplica,1910,"99601,09","99126,84"
La Candelaria,Reloj de la Iglesia de Nuestra Señora de la Huida a Egipto,Reloj,KR 4 ESTE 10A 02,No aplica,Mecanismo maestro: 1906 - 1916; campana 2: 1849; campana 3: 1940,"100945,8255","99704,96896"
La Candelaria,Reloj de la Iglesia de Nuestra Señora del Carmen,Reloj,KR 5 8 26,No aplica,ca. 1938,"100285,1842","99810,38425"
La Candelaria,Reloj Edificio Pedro A. Lopez,Reloj,KR 8 12C 24,No aplica,ca 1923,"100328,7417","100579,6567"
Santa Fe,Reloj de la Iglesia de San Francisco,Reloj,CL16 7 35,Anonimo,1926,"100475,4855","100608,0004"
La Candelaria,Reloj Iglesia de San Ignacio,Reloj,CL 10 6 35,No aplica,1909,"100225,4691","100085,4662"
Los Martires,Reloj de la Basilica Menor del Voto Nacional,Reloj,KR 15 10 73,No aplica,Mecanismo: 1938,"99497,98","100666,15"
La Candelaria,Escultura No. 28 Figura Guerrero (Reproduccion),E_Antropomorfa,CL 6 Y CL 8 - KR 7 Y KR 8,Anonimo,Sin fecha,"100077,74","99981,18"
Santa Fe,Escultura No. 44 del Parque Arqueologico de San Agustin (Reproduccion),E_Antropomorfa,KR 7 Y KR 8 - CL 1 Y CL 2,Anonimo,Sin fecha,"99579,47352","99213,12115"
Santa Fe,Escultura No. 22 Ave con Serpiente (Reproduccion),E_Zoomorfa,CL 26 - KR 11,Anonimo,Sin fecha,"100721,4775","101771,592"
La Candelaria,Ricardo Palma,E_Antropomorfa,KR 3 - CL 18,"Agurto Olaya, Luis Felipe",ca. 1968,"101144,67","100673,86"
La Candelaria,Rufino Jose Cuervo,E_Antropomorfa,CL 10 - KR 6 Y KR 7,"Verlet, Raoul Charles",1913,"100250,78","100104,61"
Santa Fe,San Jose y el niño,E_Adosadas,KR 13 14 29,Anonimo,ca. 1832,"99905,56","100880,96"
La Candelaria,San Pablo,E_Adosadas,KR 7 10 68,"Cabrera, Juan de",ca.1572,"100234,3049","100188,151"
La Candelaria,San Pedro,E_Adosadas,KR 7 10 70,"Cabrera, Juan de",ca. 1572,"100241,3928","100201,6827"
La Candelaria,San Pedro Claver,E_Adosadas,KR 7 10 70,"Barba Guichard, Ramon",ca.1947,"100243,0119","100205,0073"
Santa Fe,Francisco de Paula Santander,E_Antropomorfa,CL 15 Y CL 16 - KR 6 Y KR 7,"Costa, Pietro.",1874,"100540,4853","100638,821"
La Candelaria,Francisco de Paula Santander,E_Antropomorfa,AC 20 5 17 ESTE,"Montoya, Octavio",Sin fecha,"101535,99","100643,51"
La Candelaria,Santa Rosa de Lima,E_Adosadas,KR 7 10 70,"Barba Guichard, Ramon",ca.1947,"100238,549","100198,0812"
Santa Fe,Santa Elena,E_Adosadas,CL 16 7 16,Anonimo,Sin fecha,"100514,43","100689,27"
Santa Fe,San Juan Bautista de la Salle,E_Antropomorfa,CL 3 - KR 12A,Sociedad de padres de familia y antiguos alumnos del Institutro San Bernardo,ca. 1951,"99153,25793","99777,92993"
La Candelaria,San Juan Bosco,E_Antropomorfa,KR 5 8 28,"Cellini, Gaetano",1932,"100294,17","99825,08"
La Candelaria,Simon Bolivar,E_Antropomorfa,CL 10 Y CL 11 - KR 7 Y KR 8,"Tenerani, Pietro",1843,"100161,88","100191,59"
La Candelaria,Simon Bolivar,E_Antropomorfa,CL 20 2 91 ESTE,MarmolerAa Tito Ricci,Herma: ca.1928,"101545,65","100697,01"
Santa Fe,Sin titulo,Relieve,CL 16 6 34,"Villegas, Armando",1958,"100612,8","100658,11"
Santa Fe,Sin titulo,E_Abstracta,CL 24 6 00,"Bursztyn, Feliza",ca. 1973,"100928,2162","101536,9097"
Santa Fe,Simbolos de la pasion de Cristo,E_Adosadas,AC 13 7 35,Anonimo,Sin fecha,"100469,0639","100611,2032"
La Candelaria,Santa Isabel de Hungria y San Luis Bertran Patronos de la Catedral,E_Adosadas,KR 7 10 70,"Barba Guichard, Ramon",ca.1947,"100238,4239","100196,6038"
Santa Fe,Templete al Libertador,Conjunto escultorico,AC 13 KR 3 Y KR 4,Templete: Pietro Cantini Loi Ornamentacion: Luigi Ramelli Escultura: Gerardo Benitez,Templete: 1883,"100924,54","100545,6"
La Candelaria,Testimonio de la terminacion de la Casa de Moneda,Placa,CL 11 4 93,Anonimo,1756,"100458,8666","100086,0677"
La Candelaria,Tomas Cipriano de Mosquera,E_Antropomorfa,CL 10 Y CL 9 - KR 7 Y KR 8,"Von Miller, Ferdinand",1881,"100114,91","100119,89"
Santa Fe,Torre Machu Picchu,E_Abstracta,CL 24 6 00,"Ramirez Villamizar, Eduardo",ca. 1986,"100937,64","101552,74"
La Candelaria,Faraon Tutmosis III,E_Antropomorfa,CL 7 4 49,Anonimo,ca. 2002,"100259,7042","99733,67886"
Santa Fe,Via crucis tercera estacion: Jesus cae por primera vez,Conjunto escultorico,KR 2 ESTE 21 48,Anonimo,ca. 1900,"102506,9938","100894,6029"
Santa Fe,Via crucis decima cuarta estacion: Jesus es colocado en el sepulcro,Conjunto escultorico,KR 2 ESTE 21 48,Anonimo,ca. 1900,"102487,7359","100988,6198"
Santa Fe,Via crucis septima estacion: Jesus cae por segunda vez,Conjunto escultorico,KR 2 ESTE 21 48,Anonimo,ca. 1900,"102499,7437","100977,7676"
Santa Fe,Via crucis octava estacion: Jesus consuela a las mujeres de Jerusalen,Conjunto escultorico,KR 2 ESTE 21 48,Anonimo,ca. 1900,"102489,0483","100945,8668"
Santa Fe,Via crucis quinta estacion: Jesus es ayudado por Simon el Cirineo,Conjunto escultorico,KR 2 ESTE 21 48,Anonimo,ca. 1900,"102499,5364","101005,9766"
Santa Fe,Via crucis sexta estacion: La Veronica enjuga el rostro del Señor,Conjunto escultorico,KR 2 ESTE 21 48,Anonimo,ca. 1900,"102501,985","100958,1801"
